"cell_id","umap_x","umap_y","tissue_x","tissue_y","cluster","color_hex"
"bfbfimgd-1",-2.1597568457396,-2.38090788884562,7593.322265625,-8208.5966796875,"Epi_SecB","#56B4E9"
"bfbfipea-1",-2.12875027110887,-0.0567327619950132,7605.708984375,-8180.14111328125,"Epi_SecA","#E69F00"
"bfbfkkoj-1",-2.0674397414,-0.336120884255584,7595.94140625,-8184.6923828125,"Epi_SecA","#E69F00"
"bfbflloe-1",0.562664740773915,0.738122884794061,7597.43212890625,-8177.716796875,"Epi_SecA","#E69F00"
"bfbfmlap-1",-3.76227611949754,-1.31847905679148,7579.8486328125,-8183.7900390625,"Epi_SecA","#E69F00"
"bfbgbehc-1",-6.7301024859221,-0.598810310796912,7358.47998046875,-8168.28955078125,"Epi_SecA","#E69F00"
"bfbgegbe-1",-6.94349665096116,-1.66874157948893,7359.4853515625,-8179.62841796875,"Epi_SecA","#E69F00"
"bfbgmfoo-1",-4.35647053172898,0.120886643095796,7594.76123046875,-8390.44140625,"Epi_SecA","#E69F00"
"bfbgmndo-1",-0.4892839854033,0.356052373214547,7586.36962890625,-8394.0400390625,"Epi_SecA","#E69F00"
"bfbhdekd-1",-3.85015339305711,-0.74244921965998,7604.74169921875,-8389.0556640625,"Epi_SecA","#E69F00"
"bfbhejpa-1",-2.3438388769896,-0.898511643842872,7582.97314453125,-8389.017578125,"Epi_SecA","#E69F00"
"bfbhfhcm-1",-3.14008898189378,-1.50420116944712,7607.12841796875,-8417.740234375,"Epi_SecA","#E69F00"
"bfbhlbpc-1",-2.90826482227159,-0.804839964346106,7609.5283203125,-8431.33984375,"Epi_SecA","#E69F00"
"bfbhmgoe-1",2.81401615688491,-2.49172222180765,7602.9521484375,-8427.458984375,"Macrophage","#CC79A7"
"bfbhncmd-1",-3.80222649028611,-1.3350815729658,7596.45703125,-8417.865234375,"Epi_SecA","#E69F00"
"bfbhnpdi-1",-3.08022136142564,-1.44554125829142,7584.14990234375,-8428.5107421875,"Epi_SecA","#E69F00"
"bfbicgoh-1",-4.21265263011766,-1.03444629474085,7597.03564453125,-8431.591796875,"Epi_SecA","#E69F00"
"bfbicjif-1",-5.47615951946092,0.212603215738122,7584.96044921875,-8419.5419921875,"Epi_SecA","#E69F00"
"bfbieddk-1",-4.26788086345506,-0.60195564790171,7599.7314453125,-8399.357421875,"Epi_SecA","#E69F00"
"bfbigalc-1",-2.98222393443895,-0.0218182684342222,7611.45703125,-8407.666015625,"Epi_SecA","#E69F00"
"bfbiipab-1",-3.50704616954637,-0.995091374353583,7605.232421875,-8406.90625,"Epi_SecA","#E69F00"
"bfbiloik-1",-4.84553617885423,-0.55476286573809,7601.50146484375,-8442.001953125,"Epi_SecA","#E69F00"
"bfbjbaod-1",-4.18183416774583,-1.08375566764277,7583.8232421875,-8483.35546875,"Epi_SecA","#E69F00"
